fonte,step,epoch,batch,input_std,target_std,pred_std,pred_target_ratio
por_batch,81200,1,81200,0.006,0.0077,0.0007,0.087
por_batch,81400,1,81400,0.0312,0.0359,0.0105,0.292
por_batch,81600,1,81600,0.0048,0.0051,0.0006,0.126
por_batch,81800,1,81800,0.009,0.0094,0.0023,0.243
por_batch,82000,1,82000,0.0,0.0001,0.0,0.313
por_batch,82200,1,82200,0.0279,0.0282,0.0048,0.171
por_batch,82400,1,82400,0.0076,0.0089,0.0006,0.063
por_batch,82600,1,82600,0.0,0.0,0.0,0.0
por_batch,82800,1,82800,0.0228,0.0223,0.0041,0.183
por_batch,83000,1,83000,0.0,0.0,0.0,0.0
por_batch,83200,1,83200,0.005,0.0042,0.0005,0.11
por_batch,83400,1,83400,0.016,0.0157,0.0036,0.23
por_batch,83600,1,83600,0.0,0.0,0.0,0.0
por_batch,83800,1,83800,0.0771,0.0734,0.065,0.886
por_batch,84000,1,84000,0.0059,0.006,0.001,0.165
por_batch,84200,1,84200,0.0114,0.0111,0.0023,0.206
por_batch,84400,1,84400,0.0094,0.0099,0.001,0.101
por_batch,84600,1,84600,0.0,0.0,0.0,0.0
por_batch,84800,1,84800,0.0788,0.0717,0.0605,0.843
por_batch,85000,1,85000,0.043,0.0473,0.0182,0.386
por_batch,85200,1,85200,0.069,0.0875,0.0209,0.239
por_batch,85400,1,85400,0.0,0.0,0.0,0.0
por_batch,85600,1,85600,0.0299,0.0317,0.0125,0.394
por_batch,85800,1,85800,0.0085,0.0072,0.0017,0.241
por_batch,86000,1,86000,0.0032,0.0037,0.0013,0.348
por_batch,86200,1,86200,0.0839,0.089,0.0518,0.582
por_batch,86400,1,86400,0.0015,0.0032,0.0006,0.186
por_batch,86600,1,86600,0.0269,0.0202,0.0042,0.208
por_batch,86800,1,86800,0.125,0.1369,0.1077,0.787
por_batch,87000,1,87000,0.0558,0.0529,0.0376,0.71
por_batch,87200,1,87200,0.0662,0.0657,0.0334,0.509
por_batch,87400,1,87400,0.0006,0.0009,0.0,0.049
por_batch,87600,1,87600,0.0082,0.0072,0.0011,0.15
por_batch,87800,1,87800,0.0032,0.0042,0.0007,0.161
